Código do alimento,Descrição do alimento,Código da preparação,Descrição da preparação,Energia (kcal),Proteína (g),Lipídios totais (g),Carboidrato (g),Fibra alimentar total (g),Colesterol (mg),AG Saturados (g),AG Mono (g),AG Poli (g),AG Linoléico (g),AG Linolênico (g),AG Trans total(g),Açúcar total (g),Açúcar de adição (g),Cálcio (mg),Magnésio (mg),Manganês (mg),Fósforo (mg),Ferro (mg),Sódio (mg),Sódio de adição (mg),Potássio (mg),Cobre (mg),Zinco (mg),Selênio (mcg),Retinol (mcg),Vitamina A (RAE) (mcg),Tiamina (mg),Riboflavina (mg),Niacina (mg),Niacina (NE) (mg),Piridoxina (mg),Cobalamina (mcg),Folato (DFE) (mcg),Vitamina D (mcg),Vitamina E (mg),Vitamina C (mg),Grupo Alimentar
6913101,Doce de amendoim diet,99.0,Não se aplica,599,28.03,52.5,15.26,9.4,-,8.686,25.976,15.292,15.103,0.038,-,4.19,-,61,176,1.845,397,1.52,6,-,726,0.533,3.28,3.3,-,-,0.085,0.089,13.825,17.675,0.461,-,120,-,6.94,0.8,7
6913103,Paçoca diet,99.0,Não se aplica,599,28.03,52.5,15.26,9.4,-,8.686,25.976,15.292,15.103,0.038,-,4.19,-,61,176,1.845,397,1.52,6,-,726,0.533,3.28,3.3,-,-,0.085,0.089,13.825,17.675,0.461,-,120,-,6.94,0.8,7
6913108,Amendoim amanteigado diet,99.0,Não se aplica,477.86,7.09,21.64,64.64,2.96,22.75,7.25,8.7,4.45,4.42,0.03,0.35,1.07,-,28.39,46.65,0.55,110.61,1.53,309.23,-,191.09,0.34,0.92,3.86,71.01,72.4,0.17,0.04,3.2,4.33,0.09,0.02,63.81,0.15,2.45,-,7
6913801,Doce à base de leite diet,99.0,Não se aplica,292.291,7.577,3.615,58.982,-,13.254,2.081,0.905,0.215,0.132,0.082,0.138,59.908,48.067,274.573,24.181,0.007,221.138,0.074,94.295,-,345.168,0.028,0.943,8.058,31.526,31.977,0.102,0.428,0.23,2.393,0.084,1.12,11.483,0.065,0.077,-,7
6913901,Gelatina de qualquer sabor light,99.0,Não se aplica,179.005,0.362,0.051,46.127,0.345,-,0.016,0.002,0.014,0.011,0.003,-,45.609,36.073,9.234,6.758,0.229,6.965,0.157,2.008,-,86.845,0.018,0.032,0.28,-,0.264,0.016,0.03,0.166,0.166,0.041,-,1.9,-,-,0.063,7
6914001,Adoçante light,99.0,Não se aplica,365,2.17,-,89.08,-,-,-,-,-,-,-,-,80.72,85.67,-,-,-,-,0.04,-,-,4,-,0.01,0.5,-,-,-,-,-,-,-,-,-,-,-,-,7
6914002,Adoçante em pó light,99.0,Não se aplica,365,2.17,-,89.08,-,-,-,-,-,-,-,-,80.72,85.67,-,-,-,-,0.04,-,-,4,-,0.01,0.5,-,-,-,-,-,-,-,-,-,-,-,-,7
6914003,Adoçante liquido light,99.0,Não se aplica,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,240,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7
7001501,Mostarda molho,99.0,Não se aplica,67,4.37,4.01,5.33,3.3,-,0.248,2.627,0.954,0.443,0.458,0.013,0.86,-,58,49,0.417,106,1.51,1135,-,138,0.085,0.64,32.9,-,3.5,0.343,0.03,0.523,0.673,0.063,-,7,-,0.36,1.5,8
7002304,Hortelã,99.0,Não se aplica,1.001,-,-,0.2,-,-,0.002,0.001,0.005,-,-,-,-,-,2.002,1.001,0.044,-,0.08,1.001,-,9.008,0.015,0.04,-,-,-,0.01,0.004,-,-,-,-,1.001,-,-,-,8
7002401,Alcaparra em conserva,99.0,Não se aplica,23,2.36,0.86,4.89,3.2,-,0.233,0.063,0.304,0.111,0.183,-,2.534,-,40,33,0.078,10,1.67,2964,-,40,0.374,0.32,1.2,-,6.917,0.018,0.139,0.652,0.969,0.023,-,23,-,0.88,4.3,8
7002601,Coentro,99.0,Não se aplica,279,21.93,4.78,52.1,10.4,-,0.12,2.23,0.33,0.33,-,-,34.75,-,1246,694,6.36,481,42.46,211,-,4466,1.79,4.72,29.3,-,292.5,1.25,1.5,10.71,10.71,0.61,-,274,-,1.03,566.7,8
7003601,Molho de soja,99.0,Não se aplica,53,6.28,0.04,7.61,0.8,-,0.01,0.01,0.02,0.02,-,-,2,-,19,43,0.42,125,1.93,5637,-,217,0.1,0.52,0.5,-,-,0.03,0.17,2.2,3.7,0.15,-,14,-,-,-,8
7003604,Shoyo,99.0,Não se aplica,53,6.28,0.04,7.61,0.8,-,0.01,0.01,0.02,0.02,-,-,2,-,19,43,0.42,125,1.93,5637,-,217,0.1,0.52,0.5,-,-,0.03,0.17,2.2,3.7,0.15,-,14,-,-,-,8
7003801,Leite de coco,99.0,Não se aplica,202.46,1.614,20.847,5.593,0.912,-,18.487,0.887,0.229,0.229,-,-,4.681,-,4.009,32.073,0.811,59.134,0.812,12.027,-,232.528,0.236,0.591,3.708,-,-,0.023,-,0.673,0.99,0.03,-,14.032,-,0.008,1.103,8
7004301,Maionese (molho),99.0,Não se aplica,261.052,0.465,23.333,13.378,0.063,32.907,3.796,5.465,13.177,11.623,1.539,0.12,10.24,10.441,5.758,0.781,0.015,11.683,0.131,831.34,-,7.923,0.006,0.077,12.023,9.893,13.684,0.006,0.019,0.022,0.109,0.019,0.052,4.037,0.071,1.959,0.119,8
7004701,Massa de tomate,99.0,Não se aplica,38,1.65,0.21,8.98,1.9,-,0.029,0.031,0.086,0.082,0.004,-,4.83,-,18,23,0.169,40,1.78,393,-,439,0.287,0.36,0.7,-,25.5,0.025,0.08,1.466,1.649,0.126,-,11,-,1.95,10.6,8
7004801,Molho de tomate,99.0,Não se aplica,24,1.32,0.18,5.38,1.5,-,0.03,0.03,0.07,0.07,-,-,4.25,-,13,16,0.11,26,1.02,524,-,331,0.12,0.2,0.2,-,17.42,0.02,0.07,0.98,1.14,0.1,-,11,-,1.42,7,8
7004802,Ketchup,99.0,Não se aplica,97,1.74,0.31,25.15,0.3,-,0.043,0.047,0.126,0.121,0.004,-,22.77,16.299,18,19,0.128,33,0.51,1114,-,382,0.181,0.26,0.3,-,46.667,0.011,0.132,1.426,1.726,0.149,-,10,-,1.46,15.1,8
7004803,Catchup,99.0,Não se aplica,97,1.74,0.31,25.15,0.3,-,0.043,0.047,0.126,0.121,0.004,-,22.77,16.299,18,19,0.128,33,0.51,1114,-,382,0.181,0.26,0.3,-,46.667,0.011,0.132,1.426,1.726,0.149,-,10,-,1.46,15.1,8
7006101,Pimenta em pó,99.0,Não se aplica,255,10.95,3.26,64.81,26.5,-,0.98,1.01,1.13,0.97,0.16,-,-,-,437,194,5.625,173,28.86,44,-,1259,1.127,1.42,3.1,-,15,0.109,0.24,1.142,1.142,0.29,-,10,-,0.72,21,8
7007101,Tucupi em caldo sem pimenta,99.0,Não se aplica,4.869,0.011,0.002,1.3,0.009,-,-,-,0.001,0.001,-,-,1.188,1.197,2.401,0.609,0.004,0.467,0.009,400.057,-,3.332,0.001,0.003,0.019,21.28,10.64,0.001,0.001,0.004,0.006,0.002,-,0.045,-,0.013,0.095,8
7007502,Creme de queijo,99.0,Não se aplica,209.657,10.34,15.808,6.722,0.098,51.124,9.836,4.292,0.609,0.46,0.15,0.485,4.838,-,287.522,15.679,0.027,217.096,0.243,208.555,-,138.69,0.021,1.187,9.55,127.226,130.139,0.064,0.25,0.306,3.082,0.05,0.596,13.289,0.891,0.256,-,8
7007701,Caldo de peixe,99.0,Não se aplica,16,2,0.6,0.4,-,-,0.142,0.121,0.162,0.006,0.006,-,0.162,-,30,1,0.026,30,0.21,318,-,86,0.051,0.1,0.7,1,1,-,0.03,1.37,1.753,0.01,0.1,4,0.192,0.15,-,8
7007901,Caldo de tomate,99.0,Não se aplica,37.654,0.753,0.778,7.39,0.456,-,0.14,0.215,0.366,0.355,0.011,0.034,3.753,2.904,6.202,5.155,0.055,11.015,0.428,305.046,-,88.3,0.046,0.09,1.948,-,6.331,0.035,0.032,0.481,0.605,0.02,-,8.792,-,0.494,5.685,8
7009102,Gergelim,99.0,Não se aplica,631,20.45,61.21,11.73,11.6,-,9.06,23.92,25.49,25.23,0.26,-,0.52,-,60,345,1.44,667,6.36,47,-,370,1.4,6.73,97.5,-,3.33,0.7,0.09,5.8,11.3,0.4,-,115,-,1.68,-,8
7010301,Tomate seco,99.0,Não se aplica,213,5.06,14.08,23.33,5.8,-,1.893,8.663,2.06,1.982,0.078,0.01,13.9,-,47,81,0.466,139,2.68,266,-,1565,0.473,0.78,3,-,64.333,0.193,0.383,3.63,4.247,0.319,-,23,-,1.847,101.8,8
7010401,Maionese (molho) light,99.0,Não se aplica,156.578,0.588,9.464,18.77,1.239,31.088,1.613,2.292,5.168,4.557,0.598,0.047,12.482,12.711,12.717,1.858,0.022,11.99,0.19,876.691,-,14.558,0.008,0.078,5.852,10.106,13.621,0.006,0.025,0.022,0.133,0.018,0.057,3.698,0.074,0.822,0.111,8
7010501,Molho de soja light,99.0,Não se aplica,53.127,5.182,0.08,8.53,0.802,-,0.01,0.012,0.036,0.032,0.004,-,2.095,-,17.041,34.082,0.425,110.264,2.025,3341.007,-,180.432,0.115,0.371,0.802,-,-,0.05,0.13,3.368,4.604,0.17,-,16.038,-,-,-,8
7010601,Leite de coco light,99.0,Não se aplica,202.46,1.614,20.847,5.593,0.912,-,18.487,0.887,0.229,0.229,-,-,4.681,-,4.009,32.073,0.811,59.134,0.812,12.027,-,232.528,0.236,0.591,3.708,-,-,0.023,-,0.673,0.99,0.03,-,14.032,-,0.008,1.103,8
7079202,Vinagrete,99.0,Não se aplica,76.785,0.653,6.213,3.68,0.926,-,0.865,4.471,0.674,0.626,0.048,0.01,3.422,-,19.92,10.152,0.162,19.03,0.647,1299.774,-,156.701,0.037,0.169,0.147,-,39.194,0.025,0.017,0.269,0.392,0.051,-,17.933,-,1.071,13.733,8
7100101,Filé-mignon,2.0,Cozido(a),204,30.67,9,-,-,58,3.415,3.918,0.347,0.238,0.087,0.409,-,-,7,20,0.011,193,2.53,41,333,252,0.074,5.2,31.7,-,-,0.07,0.163,5.36,8.727,0.403,1.71,10,0.6,0.43,-,9
7100101,Filé-mignon,3.0,Grelhado(a)/brasa/churrasco,204,30.67,9,-,-,58,3.415,3.918,0.347,0.238,0.087,0.409,-,-,7,20,0.011,193,2.53,41,333,252,0.074,5.2,31.7,-,-,0.07,0.163,5.36,8.727,0.403,1.71,10,0.6,0.43,-,9
7100101,Filé-mignon,4.0,Assado(a),204,30.67,9,-,-,58,3.415,3.918,0.347,0.238,0.087,0.409,-,-,7,20,0.011,193,2.53,41,333,252,0.074,5.2,31.7,-,-,0.07,0.163,5.36,8.727,0.403,1.71,10,0.6,0.43,-,9
7100101,Filé-mignon,5.0,Frito(a),226.659,30.67,11.563,-,-,58,3.816,4.502,1.827,1.544,0.261,0.423,-,-,7,20,0.011,193,2.531,41,333,252,0.074,5.2,32.875,-,-,0.07,0.163,5.36,8.727,0.403,1.71,10,0.6,0.64,-,9
7100101,Filé-mignon,6.0,Empanado(a)/à milanesa,242.837,31.129,11.607,3.392,0.135,58,3.823,4.506,1.845,1.561,0.262,0.423,0.014,-,7.667,20.978,0.041,197.8,2.738,41.089,333,256.756,0.08,5.231,34.381,-,-,0.105,0.185,5.622,9.083,0.405,1.71,19.067,0.6,0.642,-,9
7100101,Filé-mignon,7.0,Refogado(a),226.659,30.67,11.563,-,-,58,3.816,4.502,1.827,1.544,0.261,0.423,-,-,7,20,0.011,193,2.531,41,333,252,0.074,5.2,32.875,-,-,0.07,0.163,5.36,8.727,0.403,1.71,10,0.6,0.64,-,9
7100101,Filé-mignon,8.0,Molho vermelho,168,24.8,7.236,1.076,0.3,46.4,2.737,3.14,0.292,0.204,0.07,0.327,0.85,-,8.2,19.2,0.03,159.6,2.228,137.6,333,267.8,0.083,4.2,25.4,-,3.483,0.061,0.144,4.483,7.21,0.342,1.368,10.2,0.48,0.628,1.4,9
7100101,Filé-mignon,9.0,Molho branco,195.79,25.315,9.689,1.851,0.043,53.233,4.264,3.771,0.39,0.281,0.092,0.424,1.033,-,28.479,18.312,0.019,174.093,2.094,53.717,333,231.654,0.063,4.249,26.529,20.697,21.081,0.075,0.173,4.384,7.352,0.33,1.458,11.596,0.707,0.409,0.004,9
7100101,Filé-mignon,11.0,Com manteiga/óleo,223.137,30.693,11.165,0.002,-,63.738,4.786,4.479,0.428,0.311,0.095,0.496,0.003,-,7.641,20.053,0.011,193.641,2.531,56.374,333,252.641,0.074,5.202,31.727,17.909,18.261,0.07,0.164,5.361,8.733,0.403,1.715,10.08,0.637,0.492,-,9
7100101,Filé-mignon,99.0,Não se aplica,204,30.67,9,-,-,58,3.415,3.918,0.347,0.238,0.087,0.409,-,-,7,20,0.011,193,2.53,41,333,252,0.074,5.2,31.7,-,-,0.07,0.163,5.36,8.727,0.403,1.71,10,0.6,0.43,-,9
7100201,Contrafilé,2.0,Cozido(a),204,30.67,9,-,-,58,3.415,3.918,0.347,0.238,0.087,0.409,-,-,7,20,0.011,193,2.53,41,333,252,0.074,5.2,31.7,-,-,0.07,0.163,5.36,8.727,0.403,1.71,10,0.6,0.43,-,9
7100201,Contrafilé,3.0,Grelhado(a)/brasa/churrasco,204,30.67,9,-,-,58,3.415,3.918,0.347,0.238,0.087,0.409,-,-,7,20,0.011,193,2.53,41,333,252,0.074,5.2,31.7,-,-,0.07,0.163,5.36,8.727,0.403,1.71,10,0.6,0.43,-,9
7100201,Contrafilé,4.0,Assado(a),204,30.67,9,-,-,58,3.415,3.918,0.347,0.238,0.087,0.409,-,-,7,20,0.011,193,2.53,41,333,252,0.074,5.2,31.7,-,-,0.07,0.163,5.36,8.727,0.403,1.71,10,0.6,0.43,-,9
7100201,Contrafilé,5.0,Frito(a),226.659,30.67,11.563,-,-,58,3.816,4.502,1.827,1.544,0.261,0.423,-,-,7,20,0.011,193,2.531,41,333,252,0.074,5.2,32.875,-,-,0.07,0.163,5.36,8.727,0.403,1.71,10,0.6,0.64,-,9
7100201,Contrafilé,6.0,Empanado(a)/à milanesa,242.837,31.129,11.607,3.392,0.135,58,3.823,4.506,1.845,1.561,0.262,0.423,0.014,-,7.667,20.978,0.041,197.8,2.738,41.089,333,256.756,0.08,5.231,34.381,-,-,0.105,0.185,5.622,9.083,0.405,1.71,19.067,0.6,0.642,-,9
7100201,Contrafilé,7.0,Refogado(a),226.659,30.67,11.563,-,-,58,3.816,4.502,1.827,1.544,0.261,0.423,-,-,7,20,0.011,193,2.531,41,333,252,0.074,5.2,32.875,-,-,0.07,0.163,5.36,8.727,0.403,1.71,10,0.6,0.64,-,9
7100201,Contrafilé,8.0,Molho vermelho,168,24.8,7.236,1.076,0.3,46.4,2.737,3.14,0.292,0.204,0.07,0.327,0.85,-,8.2,19.2,0.03,159.6,2.228,137.6,333,267.8,0.083,4.2,25.4,-,3.483,0.061,0.144,4.483,7.21,0.342,1.368,10.2,0.48,0.628,1.4,9
7100205,Bisteca bovina,1.0,Cru(a),471,21.57,41.98,-,-,94,17.8,18.88,1.53,0.98,0.5,1.91,-,-,12,15,0.013,162,2.31,50,333,224,0.099,4.88,20.8,-,-,0.05,0.15,2.452,4.819,0.22,2.62,5,0.6,0.29,-,9
7100205,Bisteca bovina,2.0,Cozido(a),471,21.57,41.98,-,-,94,17.8,18.88,1.53,0.98,0.5,1.91,-,-,12,15,0.013,162,2.31,50,333,224,0.099,4.88,20.8,-,-,0.05,0.15,2.452,4.819,0.22,2.62,5,0.6,0.29,-,9
7100205,Bisteca bovina,3.0,Grelhado(a)/brasa/churrasco,471,21.57,41.98,-,-,94,17.8,18.88,1.53,0.98,0.5,1.91,-,-,12,15,0.013,162,2.31,50,333,224,0.099,4.88,20.8,-,-,0.05,0.15,2.452,4.819,0.22,2.62,5,0.6,0.29,-,9
7100205,Bisteca bovina,4.0,Assado(a),471,21.57,41.98,-,-,94,17.8,18.88,1.53,0.98,0.5,1.91,-,-,12,15,0.013,162,2.31,50,333,224,0.099,4.88,20.8,-,-,0.05,0.15,2.452,4.819,0.22,2.62,5,0.6,0.29,-,9
7100205,Bisteca bovina,5.0,Frito(a),471,21.57,41.98,-,-,94,17.8,18.88,1.53,0.98,0.5,1.91,-,-,12,15,0.013,162,2.31,50,333,224,0.099,4.88,20.8,-,-,0.05,0.15,2.452,4.819,0.22,2.62,5,0.6,0.29,-,9
7100205,Bisteca bovina,6.0,Empanado(a)/à milanesa,329.837,26.309,22.647,3.392,0.135,105,8.302,9.243,2.24,1.842,0.353,0.924,0.014,-,19.667,22.978,0.039,205.8,1.868,53.089,333,327.756,0.084,4.701,30.681,-,-,0.105,0.147,7.143,10.071,0.543,1.52,17.067,0.6,0.702,-,9
7100205,Bisteca bovina,7.0,Refogado(a),471,21.57,41.98,-,-,94,17.8,18.88,1.53,0.98,0.5,1.91,-,-,12,15,0.013,162,2.31,50,333,224,0.099,4.88,20.8,-,-,0.05,0.15,2.452,4.819,0.22,2.62,5,0.6,0.29,-,9
7100205,Bisteca bovina,8.0,Molho vermelho,381.6,17.52,33.62,1.076,0.3,75.2,14.245,15.109,1.239,0.798,0.401,1.528,0.85,-,12.2,15.2,0.032,134.8,2.052,144.8,333,245.4,0.103,3.944,16.68,-,3.483,0.045,0.133,2.157,4.083,0.195,2.096,6.2,0.48,0.516,1.4,9
7100301,Alcatra,1.0,Cru(a),204,30.67,9,-,-,58,3.415,3.918,0.347,0.238,0.087,0.409,-,-,7,20,0.011,193,2.53,41,333,252,0.074,5.2,31.7,-,-,0.07,0.163,5.36,8.727,0.403,1.71,10,0.6,0.43,-,9
7100301,Alcatra ,2.0,Cozido(a),204,30.67,9,-,-,58,3.415,3.918,0.347,0.238,0.087,0.409,-,-,7,20,0.011,193,2.53,41,333,252,0.074,5.2,31.7,-,-,0.07,0.163,5.36,8.727,0.403,1.71,10,0.6,0.43,-,9
7100301,Alcatra,3.0,Grelhado(a)/brasa/churrasco,204,30.67,9,-,-,58,3.415,3.918,0.347,0.238,0.087,0.409,-,-,7,20,0.011,193,2.53,41,333,252,0.074,5.2,31.7,-,-,0.07,0.163,5.36,8.727,0.403,1.71,10,0.6,0.43,-,9
7100301,Alcatra,4.0,Assado(a),204,30.67,9,-,-,58,3.415,3.918,0.347,0.238,0.087,0.409,-,-,7,20,0.011,193,2.53,41,333,252,0.074,5.2,31.7,-,-,0.07,0.163,5.36,8.727,0.403,1.71,10,0.6,0.43,-,9
7100301,Alcatra,5.0,Frito(a),253.567,30.67,14.607,-,-,58,4.293,5.195,3.585,3.095,0.468,0.439,-,-,7,20,0.011,193,2.533,41,333,252,0.074,5.201,34.27,-,-,0.07,0.163,5.36,8.727,0.403,1.71,10,0.6,0.889,-,9
7100301,Alcatra,6.0,Empanado(a)/à milanesa,253.567,30.67,14.607,-,-,58,4.293,5.195,3.585,3.095,0.468,0.439,-,-,7,20,0.011,193,2.533,41,333,252,0.074,5.201,34.27,-,-,0.07,0.163,5.36,8.727,0.403,1.71,10,0.6,0.889,-,9
7100301,Alcatra,7.0,Refogado(a),253.567,30.67,14.607,-,-,58,4.293,5.195,3.585,3.095,0.468,0.439,-,-,7,20,0.011,193,2.533,41,333,252,0.074,5.201,34.27,-,-,0.07,0.163,5.36,8.727,0.403,1.71,10,0.6,0.889,-,9
7100301,Alcatra,8.0,Molho vermelho,168,24.8,7.236,1.076,0.3,46.4,2.737,3.14,0.292,0.204,0.07,0.327,0.85,-,8.2,19.2,0.03,159.6,2.228,137.6,333,267.8,0.083,4.2,25.4,-,3.483,0.061,0.144,4.483,7.21,0.342,1.368,10.2,0.48,0.628,1.4,9
7100301,Alcatra,12.0,Ao vinagrete,204,30.67,9,-,-,58,3.415,3.918,0.347,0.238,0.087,0.409,-,-,7,20,0.011,193,2.53,41,333,252,0.074,5.2,31.7,-,-,0.07,0.163,5.36,8.727,0.403,1.71,10,0.6,0.43,-,9
7100301,Alcatra,13.0,Ensopado,253.567,30.67,14.607,-,-,58,4.293,5.195,3.585,3.095,0.468,0.439,-,-,7,20,0.011,193,2.533,41,333,252,0.074,5.201,34.27,-,-,0.07,0.163,5.36,8.727,0.403,1.71,10,0.6,0.889,-,9
7100303,Maminha,3.0,Grelhado(a)/brasa/churrasco,199,36.12,5,-,-,90,1.72,2,0.22,0.17,0.02,0.227,-,-,4,26,0.018,226,3.32,45,333,334,0.124,4.56,33,-,-,0.07,0.25,3.81,7.76,0.28,2.7,9,0.7,0.14,-,9
7100303,Maminha,4.0,Assado(a),199,36.12,5,-,-,90,1.72,2,0.22,0.17,0.02,0.227,-,-,4,26,0.018,226,3.32,45,333,334,0.124,4.56,33,-,-,0.07,0.25,3.81,7.76,0.28,2.7,9,0.7,0.14,-,9
7100303,Maminha,5.0,Frito(a),248.567,36.12,10.607,-,-,90,2.598,3.277,3.458,3.027,0.401,0.257,-,-,4,26,0.018,226,3.323,45,333,334,0.124,4.561,35.57,-,-,0.07,0.25,3.81,7.76,0.28,2.7,9,0.7,0.599,-,9
7100303,Maminha,8.0,Molho vermelho,164,29.16,4.036,1.076,0.3,72,1.381,1.605,0.191,0.15,0.017,0.182,0.85,-,5.8,24,0.036,186,2.86,140.8,333,333.4,0.123,3.688,26.44,-,3.483,0.061,0.213,3.243,6.436,0.243,2.16,9.4,0.56,0.396,1.4,9
7100304,Picanha,2.0,Cozido(a),204,30.67,9,-,-,58,3.415,3.918,0.347,0.238,0.087,0.409,-,-,7,20,0.011,193,2.53,41,333,252,0.074,5.2,31.7,-,-,0.07,0.163,5.36,8.727,0.403,1.71,10,0.6,0.43,-,9
7100304,Picanha,3.0,Grelhado(a)/brasa/churrasco,204,30.67,9,-,-,58,3.415,3.918,0.347,0.238,0.087,0.409,-,-,7,20,0.011,193,2.53,41,333,252,0.074,5.2,31.7,-,-,0.07,0.163,5.36,8.727,0.403,1.71,10,0.6,0.43,-,9
7100304,Picanha,4.0,Assado(a),204,30.67,9,-,-,58,3.415,3.918,0.347,0.238,0.087,0.409,-,-,7,20,0.011,193,2.53,41,333,252,0.074,5.2,31.7,-,-,0.07,0.163,5.36,8.727,0.403,1.71,10,0.6,0.43,-,9
7100304,Picanha ,5.0,Frito(a),253.567,30.67,14.607,-,-,58,4.293,5.195,3.585,3.095,0.468,0.439,-,-,7,20,0.011,193,2.533,41,333,252,0.074,5.201,34.27,-,-,0.07,0.163,5.36,8.727,0.403,1.71,10,0.6,0.889,-,9
7100304,Picanha ,13.0,Ensopado,253.567,30.67,14.607,-,-,58,4.293,5.195,3.585,3.095,0.468,0.439,-,-,7,20,0.011,193,2.533,41,333,252,0.074,5.201,34.27,-,-,0.07,0.163,5.36,8.727,0.403,1.71,10,0.6,0.889,-,9
7100501,Patinho,2.0,Cozido(a),199,36.12,5,-,-,90,1.72,2,0.22,0.17,0.02,0.227,-,-,4,26,0.018,226,3.32,45,333,334,0.124,4.56,33,-,-,0.07,0.25,3.81,7.76,0.28,2.7,9,0.7,0.14,-,9
7100501,Patinho,3.0,Grelhado(a)/brasa/churrasco,199,36.12,5,-,-,90,1.72,2,0.22,0.17,0.02,0.227,-,-,4,26,0.018,226,3.32,45,333,334,0.124,4.56,33,-,-,0.07,0.25,3.81,7.76,0.28,2.7,9,0.7,0.14,-,9
7100501,Patinho,4.0,Assado(a),199,36.12,5,-,-,90,1.72,2,0.22,0.17,0.02,0.227,-,-,4,26,0.018,226,3.32,45,333,334,0.124,4.56,33,-,-,0.07,0.25,3.81,7.76,0.28,2.7,9,0.7,0.14,-,9
7100501,Patinho,5.0,Frito(a),248.567,36.12,10.607,-,-,90,2.598,3.277,3.458,3.027,0.401,0.257,-,-,4,26,0.018,226,3.323,45,333,334,0.124,4.561,35.57,-,-,0.07,0.25,3.81,7.76,0.28,2.7,9,0.7,0.599,-,9
7100501,Patinho,6.0,Empanado(a)/à milanesa,248.567,36.12,10.607,-,-,90,2.598,3.277,3.458,3.027,0.401,0.257,-,-,4,26,0.018,226,3.323,45,333,334,0.124,4.561,35.57,-,-,0.07,0.25,3.81,7.76,0.28,2.7,9,0.7,0.599,-,9
7100501,Patinho,8.0,Molho vermelho,164,29.16,4.036,1.076,0.3,72,1.381,1.605,0.191,0.15,0.017,0.182,0.85,-,5.8,24,0.036,186,2.86,140.8,333,333.4,0.123,3.688,26.44,-,3.483,0.061,0.213,3.243,6.436,0.243,2.16,9.4,0.56,0.396,1.4,9
7100501,Patinho,13.0,Ensopado,248.567,36.12,10.607,-,-,90,2.598,3.277,3.458,3.027,0.401,0.257,-,-,4,26,0.018,226,3.323,45,333,334,0.124,4.561,35.57,-,-,0.07,0.25,3.81,7.76,0.28,2.7,9,0.7,0.599,-,9
7100502,Cabeça de lombo (carne bovina),2.0,Cozido(a),199,36.12,5,-,-,90,1.72,2,0.22,0.17,0.02,0.227,-,-,4,26,0.018,226,3.32,45,333,334,0.124,4.56,33,-,-,0.07,0.25,3.81,7.76,0.28,2.7,9,0.7,0.14,-,9
7100502,Cabeça de lombo (carne bovina),3.0,Grelhado(a)/brasa/churrasco,199,36.12,5,-,-,90,1.72,2,0.22,0.17,0.02,0.227,-,-,4,26,0.018,226,3.32,45,333,334,0.124,4.56,33,-,-,0.07,0.25,3.81,7.76,0.28,2.7,9,0.7,0.14,-,9
7100502,Cabeça de lombo (carne bovina),4.0,Assado(a),199,36.12,5,-,-,90,1.72,2,0.22,0.17,0.02,0.227,-,-,4,26,0.018,226,3.32,45,333,334,0.124,4.56,33,-,-,0.07,0.25,3.81,7.76,0.28,2.7,9,0.7,0.14,-,9
7100502,Cabeça de lombo (carne bovina),5.0,Frito(a),248.567,36.12,10.607,-,-,90,2.598,3.277,3.458,3.027,0.401,0.257,-,-,4,26,0.018,226,3.323,45,333,334,0.124,4.561,35.57,-,-,0.07,0.25,3.81,7.76,0.28,2.7,9,0.7,0.599,-,9
7100502,Cabeça de lombo (carne bovina),6.0,Empanado(a)/à milanesa,248.567,36.12,10.607,-,-,90,2.598,3.277,3.458,3.027,0.401,0.257,-,-,4,26,0.018,226,3.323,45,333,334,0.124,4.561,35.57,-,-,0.07,0.25,3.81,7.76,0.28,2.7,9,0.7,0.599,-,9
7100502,Cabeça de lombo (carne bovina),7.0,Refogado(a),248.567,36.12,10.607,-,-,90,2.598,3.277,3.458,3.027,0.401,0.257,-,-,4,26,0.018,226,3.323,45,333,334,0.124,4.561,35.57,-,-,0.07,0.25,3.81,7.76,0.28,2.7,9,0.7,0.599,-,9
7100604,Posta branca,2.0,Cozido(a),199,36.12,5,-,-,90,1.72,2,0.22,0.17,0.02,0.227,-,-,4,26,0.018,226,3.32,45,333,334,0.124,4.56,33,-,-,0.07,0.25,3.81,7.76,0.28,2.7,9,0.7,0.14,-,9
7100604,Posta branca,5.0,Frito(a),248.567,36.12,10.607,-,-,90,2.598,3.277,3.458,3.027,0.401,0.257,-,-,4,26,0.018,226,3.323,45,333,334,0.124,4.561,35.57,-,-,0.07,0.25,3.81,7.76,0.28,2.7,9,0.7,0.599,-,9
7100604,Posta branca,8.0,Molho vermelho,164,29.16,4.036,1.076,0.3,72,1.381,1.605,0.191,0.15,0.017,0.182,0.85,-,5.8,24,0.036,186,2.86,140.8,333,333.4,0.123,3.688,26.44,-,3.483,0.061,0.213,3.243,6.436,0.243,2.16,9.4,0.56,0.396,1.4,9
7100606,Tatu (lagarto redondo),2.0,Cozido(a),199,36.12,5,-,-,90,1.72,2,0.22,0.17,0.02,0.227,-,-,4,26,0.018,226,3.32,45,333,334,0.124,4.56,33,-,-,0.07,0.25,3.81,7.76,0.28,2.7,9,0.7,0.14,-,9
