AG Linoléico (g),AG Linolênico (g),AG Mono (g),AG Poli (g),AG Saturados (g),AG Trans total(g),Açúcar de adição (g),Açúcar total (g),Carboidrato (g),Cobalamina (mcg),Cobre (mg),Colesterol (mg),Cálcio (mg),Código da preparação,Energia (kcal),Ferro (mg),Fibra alimentar total (g),Folato (DFE) (mcg),Fósforo (mg),Lipídios totais (g),Magnésio (mg),Manganês (mg),Niacina (NE) (mg),Niacina (mg),Piridoxina (mg),Potássio (mg),Proteína (g),Retinol (mcg),Riboflavina (mg),Selênio (mcg),Sódio (mg),Sódio de adição (mg),Tiamina (mg),Vitamina A (RAE) (mcg),Vitamina C (mg),Vitamina D (mcg),Vitamina E (mg),Zinco (mg),Grupo Alimentar
-0.0029415202108121464,0.18425481103308447,-0.44146782611551905,0.02148778453758111,-0.455204255345024,-0.2428392662685812,-0.3598527624709684,-0.40734474528243303,-0.37362370597414146,-0.19473522986338948,-0.1582264148303827,-0.34307953369743444,-0.3271596977342122,0.7169270046451219,-0.7050034908275769,-0.0779383965900565,0.38673090976791885,0.18024823102064388,-0.3588442354514842,-0.44959709248142593,0.026478898360131283,-0.06250919745595378,-0.3474488830351897,-0.27265289741750304,-0.5549656301203555,-0.14143543475871137,-0.4588650612711261,-0.1560960522544753,-0.2445939119449764,-0.1534982513103123,-0.4364562889364562,0.8682715284603433,-0.02534952960151566,-0.1670144100690058,0.09580377261320641,-0.3062518876873657,-0.21994312091098583,-0.15658760658340917,Cereais e leguminosas
0.0009360485609208073,0.06761101442129074,-0.4358471730678191,-0.0035238220965955165,-0.46118030854269176,-0.24193730379282116,-0.3598527624709684,-0.4660273932733216,0.061169681127752444,-0.19473522986338948,-0.08592096220761877,-0.34307953369743444,0.3776433802611412,0.7169270046451219,-0.46823905193860266,-0.1761130514633837,0.714939846327249,0.7444767553582087,-0.517190001360954,-0.45258798769331937,0.4103155644230242,0.10518075214280272,-0.34323716717715513,-0.2143821530347048,-0.40570890138438853,0.6445277431199442,-0.6242542256991589,-0.1560960522544753,-0.11727673874968451,-0.13750302856659097,-0.5248773653964222,0.9168581503275294,-0.0890412126191395,-0.14075099464691285,-0.11180753876932963,-0.3062518876873657,-0.16800248869607043,-0.07110353809305762,Cereais e leguminosas
1.3157301366992822,24.431044014132805,0.7701341964793007,7.025779792383455,0.10672583775688636,-0.2554667409292217,-0.3598527624709684,-0.38669107587781865,0.4253410503637809,-0.19473522986338948,0.9907369419149068,-0.34307953369743444,1.191370570310322,0.7169270046451219,2.2674492433836777,1.0146421704081037,5.94283933580801,0.4173877557422291,3.7365530737525314,2.5403778439621316,6.624813967346053,1.1350450728297,0.9223834481622393,0.2669973461276237,1.285867357623237,2.0243297665069178,0.909907839424679,-0.1560960522544753,-0.08874013096453287,0.08768931037380363,-0.46274363599212176,-0.6726184793275534,3.5508205242769195,-0.19085146561812755,-0.13068129434956016,-0.3062518876873657,-0.23233262951270878,0.43416836673384157,Cereais e leguminosas
-0.1893630957748947,-0.046872711882877234,-0.4852035326429343,-0.19736377351146422,-0.5017450332783759,-0.24825104112314142,-0.3598527624709684,-0.46865008145168535,-0.16286378036721558,-0.19473522986338948,-0.043330079155853754,-0.34307953369743444,-0.0887952967561837,0.7169270046451219,-0.6268576359872233,0.10807673895940567,0.42892920161126125,0.10338231611088869,-0.3962714164846316,-0.555275389968325,0.1580983189467452,0.0027335160535302667,-0.5087576003979145,-0.5929984675219506,-0.4430230835683803,0.360183731211844,-0.353543617911434,-0.1560960522544753,-0.38069157984339186,-0.16097032023028104,-0.5220024855320616,0.8474486905172636,-0.15980974930538824,-0.19085146561812755,-0.1377589526921466,-0.3062518876873657,-0.04934911785649302,-0.10132826230928907,Cereais e leguminosas
0.3078605305696263,0.04169017072978102,-0.33871526258725443,0.2583164348549408,-0.42948911734293854,-0.24193730379282116,-0.3598527624709684,-0.37685599520895463,0.36322770934922477,-0.19473522986338948,0.1309953956606729,-0.34307953369743444,-0.12853337575370352,0.7169270046451219,-0.023090086323154378,0.28117415676237734,1.3244707285088622,1.1124518799261855,0.32492157188486287,-0.28187689175294384,0.33720381850628267,0.35213251071589113,-0.35945227323058826,-0.46612325068846866,-0.09890340342712306,0.2008951938284364,-0.046914136376762235,-0.1560960522544753,-0.30386225119106053,-0.12493163684608645,-0.5177080889266953,0.923799096308556,-0.05365694427601514,-0.18916427849727696,-0.12242402628320928,-0.3062518876873657,-0.10510190656424627,0.005221523059041952,Cereais e leguminosas
-0.055437835889657776,0.000648834884890611,-0.4488449332406253,-0.06891875194220307,-0.4820059484739582,-0.24464319122010128,-0.3598527624709684,-0.46274903305036696,0.05308643811900877,-0.19473522986338948,0.030956344771643416,-0.34307953369743444,-0.32075239702516356,0.7169270046451219,-0.3691645863304347,0.39485007293149305,0.916553907356552,1.186046904839781,0.4112919896536646,-0.48778852364867986,0.11786858075605816,0.0631234657482593,-0.2611087079454806,-0.3128396176815018,0.06279138603684106,0.47336242882637036,-0.03067961716910256,-0.1560960522544753,-0.28191101443325156,-0.13656641825628846,-0.5296568830429068,0.6531022030485198,0.07136747053635761,-0.19032366589615105,-0.12006480683568048,-0.3062518876873657,-0.23805086425196553,-0.034467508740049835,Cereais e leguminosas
1.2879906062553468,0.6313893647116273,-0.09825669939034105,1.257217474807369,-0.24694785603235986,-0.2428392662685812,-0.3598527624709684,-0.43586647922213867,-0.38085608129775417,-0.19473522986338948,0.18547210654083748,-0.34307953369743444,0.21105356182587587,0.7169270046451219,0.029022618537722884,0.8624714553544465,0.9493748010124848,0.14753933105904593,0.8791317525680074,0.19758661759980892,1.031765404715327,0.24105813895594305,0.1646957653018166,-0.5025783469279533,0.2949685196261231,0.9833652020276313,0.7424893600956889,-0.1560960522544753,0.183455204832298,-0.0880812245262964,-0.5320466418661491,0.8474486905172636,0.03834215341610818,-0.19032366589615105,-0.11770558738815166,-0.3062518876873657,-0.11034362174189828,-0.05278552341655375,Cereais e leguminosas
0.639541797813242,-0.11275485626546444,1.0917409380523821,0.510777339318661,0.12211870205390944,3.535481544690206,-0.3598527624709684,-0.4413741243967025,1.9557116688402318,-0.19473522986338948,-0.000739196104088707,-0.34307953369743444,-0.40092054349678047,0.7169270046451219,1.6836623186338289,0.22278607254824062,2.3726294109065518,-0.0829929958702965,1.2608530114320409,0.6706848884246861,1.6515336748515448,0.2976737167947516,-0.11559392505038549,-0.06569128805790922,-0.13207156536844908,0.1419060374513837,0.1471898338998186,-0.1560960522544753,-0.29069150913637515,-0.17661171241233256,2.028591886032118,-0.6726184793275534,-0.12206652973938893,-0.18049039002076597,-0.1377589526921466,-0.3062518876873657,0.20844796497166523,0.16351969988849652,Cereais e leguminosas
0.2025696246910324,0.05897073319078749,-0.3661159461947917,0.17494441274101882,-0.44759836945708326,-0.24374122874434123,-0.3598527624709684,-0.3646604951795633,0.04049359637907136,-0.19473522986338948,-0.03045376567508757,-0.34307953369743444,-0.3363029158460247,0.7169270046451219,-0.37454755495364184,-0.10041522546894983,0.05008231483992012,0.17110609348137723,0.13258184904855538,-0.3607138219536204,0.5854547517665785,0.13537572699016726,-0.5013870976463539,-0.4821979387940682,-0.04915116051513415,-0.20764497286320935,-0.5030026603669507,-0.1560960522544753,-0.22703292253872923,-0.13758628281639562,-0.5242297407553236,1.9232953175763807,-0.06545170039038993,-0.19057427583608233,-0.1377589526921466,-0.3062518876873657,0.07502248772234116,-0.08102579604283058,Cereais e leguminosas
-0.43543957551948365,-0.19699759826287105,-0.5515974967688899,-0.44826145256054833,-0.5519076616345568,-0.2554667409292217,-0.3598527624709684,-0.43193244695459304,0.04798123200822343,-0.19473522986338948,-0.052244450027153395,-0.34307953369743444,-0.3912327048246989,-1.4795918157314312,-0.7024644797651528,-0.38563843331145836,0.023356730005803156,-0.2204357935089311,-0.596362884315689,-0.6851876076336423,-0.17457840291090784,-0.12775191096543784,-0.3975683017458013,-0.240503521206304,0.44007922811942435,0.330142471968482,-0.7723942134690532,-0.1560960522544753,-0.40044769292541993,-0.17352089838833434,-0.5224876065731799,1.0070904480808747,-0.09611806628776438,-0.19064009258798348,-0.05046783313358033,-0.3062518876873657,-0.35146251991389094,-0.187117631044249,Hortaliças tuberosas
1.6184787754153525,0.7977147783988147,-0.012190449597435664,1.5860158870191492,-0.1669049616878402,-0.19052544267449917,-0.3598527624709684,-0.39364119955048255,0.6261458240546752,-0.19473522986338948,0.05968042869027568,-0.34307953369743444,-0.3564218400724375,-1.3899379863283066,0.4742312475985022,-0.32957553829168995,0.3496901869276516,-0.17045659436760943,-0.40083465355674996,0.353189858239082,0.07369080828586708,-0.07652829292080161,-0.14549710764243107,0.015256248473859736,1.1988009325272564,1.1082949224438636,-0.6545924834684728,-0.1560960522544753,-0.37191108514026827,-0.10714644773156479,-0.514371985609449,1.9649409934625401,0.061931665644857775,-0.1904970677232752,0.008819351582818871,-0.3062518876873657,0.1931993390003139,-0.15887735841797215,Hortaliças tuberosas
0.006901538978971388,0.016849362192084175,-0.43514459143685663,-0.010297798893351686,-0.4693294719940569,-0.24103534131706114,-0.3598527624709684,-0.43193244695459304,0.04798123200822343,-0.19473522986338948,-0.052244450027153395,-0.34307953369743444,-0.3912327048246989,-1.3451110716267443,-0.531853543204978,-0.3853800789565286,0.023356730005803156,-0.2204357935089311,-0.596362884315689,-0.46194412143308833,-0.17457840291090784,-0.12775191096543784,-0.3975683017458013,-0.240503521206304,0.44007922811942435,0.330142471968482,-0.7723942134690532,-0.1560960522544753,-0.40044769292541993,-0.15963825223340639,-0.5224876065731799,1.0070904480808747,-0.09611806628776438,-0.19064009258798348,-0.05046783313358033,-0.3062518876873657,-0.23805086425196553,-0.187117631044249,Hortaliças tuberosas
-0.433351653873166,-0.19807763341668394,-0.5507192697301867,-0.4466982271459123,-0.5519076616345568,-0.2554667409292217,-0.3598527624709684,-0.38747788233132774,-0.07650071032642845,-0.19473522986338948,-0.06214930655081969,-0.34307953369743444,-0.38482540411565025,-1.322697614275963,-0.7846674488880223,-0.3489521149114256,-0.0024311150095727633,-0.21716490351277135,-0.616515981795076,-0.6839605737005579,-0.18920075209425616,-0.1315262828213584,-0.4236809400656158,-0.25973573733264627,0.2991145398687887,0.3322383737761585,-0.7803085415827874,-0.1560960522544753,-0.38069157984339186,-0.173729034012846,-0.2744306407206266,1.0070904480808747,-0.13150233463088873,-0.18627340424069574,-0.05141152091259186,-0.3062518876873657,-0.22184919915740475,-0.18925473275650778,Hortaliças tuberosas
-0.41038451576367097,-0.17539689518661294,-0.4397113720381128,-0.42116554537352363,-0.2753793818515671,-0.16797638078049829,-0.3598527624709684,-0.3754790839153137,-0.04352958752760569,-0.18307787566903636,-0.08096853394578563,-0.292600210423733,-0.2548917530368523,-1.300284156925182,-0.6004399882489463,-0.38357159847201994,-0.06268089836367836,-0.20574949742617366,-0.5122021097348057,-0.4958409338345466,-0.20543155968777274,-0.13745743859494786,-0.3937777574735702,-0.28844053752121684,0.24936229695679982,0.20597426254237228,-0.7280536828831328,-0.13057046296586858,-0.314837869569965,-0.1619797780091626,-0.4748907800906625,1.0070904480808747,-0.09847701751063934,-0.16400076225599358,-0.06787887265634301,-0.12240054188467428,-0.32620698314884033,-0.18177487676360204,Hortaliças tuberosas
-0.42708788893421273,-0.2077979498010001,-0.5519487875843712,-0.4438323138857462,-0.551183291549991,-0.2554667409292217,-0.3598527624709684,-0.11196448919421752,-0.049443117939265625,-0.19473522986338948,-0.12851184525938383,-0.34307953369743444,-0.2694939913527742,-1.45717835838065,-0.768757196799725,-0.2797131477902369,0.12885245961415934,-0.2449674684801296,-0.6539431628282234,-0.6821200228009311,-0.2111342758692786,-0.05765643364119877,-0.5580346759369192,-0.4621045786620688,0.029623224095515155,-0.01218815661866579,-0.8068925667853301,-0.1560960522544753,-0.3323988589762122,-0.17456157651089269,-0.46991291246184874,0.35464152586437775,-0.18575821275701276,0.8052597602704099,0.013231091949697767,-0.3062518876873657,0.06787469429827023,-0.19780313960554294,Hortaliças tuberosas
-0.1556580749129086,-0.07819373134345148,-0.47993417041071557,-0.17547861770655968,-0.5040992360532147,-0.2554667409292217,-0.3598527624709684,-0.11196448919421752,-0.049443117939265625,-0.19473522986338948,-0.12851184525938383,-0.34307953369743444,-0.2694939913527742,-1.3451110716267443,-0.6644124601873085,-0.2797131477902369,0.12885245961415934,-0.2449674684801296,-0.6539431628282234,-0.545612497745285,-0.2111342758692786,-0.05765643364119877,-0.5580346759369192,-0.4621045786620688,0.029623224095515155,-0.01218815661866579,-0.8068925667853301,-0.1560960522544753,-0.3323988589762122,-0.16602801590591446,-0.46991291246184874,0.35464152586437775,-0.18575821275701276,0.8052597602704099,0.013231091949697767,-0.3062518876873657,0.14411782415502689,-0.19780313960554294,Hortaliças tuberosas
-0.42708788893421273,-0.2077979498010001,-0.5519487875843712,-0.4438323138857462,-0.551183291549991,-0.2554667409292217,-0.3598527624709684,-0.0641004299390794,0.07776160098780517,-0.19473522986338948,-0.0591778495937198,-0.34307953369743444,-0.19901368355323887,-1.4123514436790876,-0.675947392951324,-0.2874637784381312,0.316400423362348,-0.2449674684801296,-0.4955973969187536,-0.6813531265927534,-0.04663284755661022,0.06635864162476264,-0.3158610140999303,-0.1894089768706484,0.5271456532154049,0.8436384148492037,-0.7419544899546914,-0.1560960522544753,-0.2006914384293585,-0.17456157651089269,-0.44840508305266785,0.35464152586437775,-0.0678106516132649,1.0253408529737122,0.0934445531656776,-0.3062518876873657,-0.04172480487081735,-0.17948512492903904,Hortaliças tuberosas
1.4609898283788154,0.6886312278637112,-0.05487228367840711,1.421616680913259,-0.22159490307255722,-0.2554667409292217,-0.3598527624709684,0.7200833353916771,1.6165558095470518,-0.19473522986338948,0.07949014173760821,-0.34307953369743444,0.1128296419561598,-1.3899379863283066,1.056148717727976,0.13107027654815862,1.4252777590235135,-0.13653746510743234,-0.14493350077741857,0.27266575638041424,0.5159620372727157,0.2550772344207909,-0.09053421569507963,-0.12051745641807902,1.5221905114551848,1.7633899914512037,-0.4994513592902752,-0.1560960522544753,-0.11288649139812273,-0.11201682134513771,-0.3273160034789792,0.35464152586437775,0.0973159339879821,3.006665569484078,0.34694268280264917,-0.3062518876873657,1.5927372914334017,-0.1306370857916953,Hortaliças tuberosas
-0.4330533793522634,-0.19699759826287105,-0.550192333506965,-0.44643768957680624,-0.551183291549991,-0.2554667409292217,-0.3598527624709684,-0.0641004299390794,0.19220330463791216,-0.19473522986338948,-0.03936813654638724,-0.34307953369743444,-0.21823558568038487,-1.4795918157314312,-0.6096546759167518,-0.3262169316776024,-0.03525200866550576,-0.11413186863373775,-0.5675727450594217,-0.6836538152172867,-0.15630046643172246,0.15802195812569067,-0.5769873972980749,-0.4563636186243547,0.11254362894883009,0.5013077862620559,-0.7723942134690532,-0.1560960522544753,-0.3104476222184032,-0.1703988640206594,-0.515318330103453,1.1320274757393527,-0.16216870052826318,1.1298629178198054,-0.030414467829585384,-0.3062518876873657,-0.01313363117453361,-0.182538127375123,Hortaliças tuberosas
-0.42708788893421273,-0.2077979498010001,-0.5519487875843712,-0.4438323138857462,-0.551183291549991,-0.2554667409292217,-0.3598527624709684,-0.0641004299390794,0.07776160098780517,-0.19473522986338948,-0.0591778495937198,-0.34307953369743444,-0.19901368355323887,-1.4123514436790876,-0.675947392951324,-0.2874637784381312,0.316400423362348,-0.2449674684801296,-0.4955973969187536,-0.6813531265927534,-0.04663284755661022,0.06635864162476264,-0.3158610140999303,-0.1894089768706484,0.5271456532154049,0.8436384148492037,-0.7419544899546914,-0.1560960522544753,-0.2006914384293585,-0.17456157651089269,-0.44840508305266785,1.1320274757393527,-0.0678106516132649,1.0253408529737122,0.0934445531656776,-0.3062518876873657,-0.04172480487081735,-0.17948512492903904,Hortaliças tuberosas
-0.16162356533095923,-0.06739337980532242,-0.47817771633330935,-0.17808399339761974,-0.5059101612646292,-0.2554667409292217,-0.3598527624709684,-0.0641004299390794,0.19220330463791216,-0.19473522986338948,-0.03936813654638724,-0.34307953369743444,-0.21823558568038487,-1.3899379863283066,-0.5053099393043354,-0.3262169316776024,-0.03525200866550576,-0.11413186863373775,-0.5675727450594217,-0.5471462901616405,-0.15630046643172246,0.15802195812569067,-0.5769873972980749,-0.4563636186243547,0.11254362894883009,0.5013077862620559,-0.7723942134690532,-0.1560960522544753,-0.3104476222184032,-0.1618653034156812,-0.515318330103453,1.1320274757393527,-0.16216870052826318,1.1298629178198054,-0.030414467829585384,-0.3062518876873657,0.06310949868222299,-0.182538127375123,Hortaliças tuberosas
-0.4300706341432381,-0.19699759826287105,-0.5343842468103088,-0.4334108111215059,-0.5385068150700897,-0.2554667409292217,-0.3598527624709684,-0.48832024278941333,0.47724397915676636,-0.19473522986338948,-0.2077506974487141,-0.34307953369743444,-0.32075239702516356,-1.4795918157314312,-0.4439228833303216,-0.43989284784671817,-0.08213899960255293,-0.29403081842252654,-0.7259185109688916,-0.6698496834700864,-0.04663284755661022,-0.17088758931881573,-0.7686204688386488,-0.6171104996803499,-0.5508196098776897,-0.4663002149485557,-0.8850211904721922,-0.1560960522544753,-0.4421550427652569,-0.1766429327560093,-0.5320466418661491,1.3124920712460433,-0.18575821275701276,-0.19085146561812755,-0.006822273354297201,-0.3062518876873657,-0.38005369361017466,-0.19780313960554294,Hortaliças tuberosas
0.32539907239869525,0.16729825911822194,-0.3361420573638543,0.31382396395297557,-0.3983955314629521,-0.23156473532158076,-0.3598527624709684,-0.48832024278941333,0.41321618585066544,-0.19473522986338948,-0.20824594027489743,-0.34307953369743444,-0.3268393326987598,-1.3899379863283066,-0.19375604583846773,-0.44053873373404273,-0.10089379597737182,-0.29403081842252654,-0.7338357992643652,-0.2894039780362088,-0.0713080618035105,-0.1725051772570674,-0.7686204688386488,-0.6171104996803499,-0.5570386402416884,-0.48376606334585914,-0.8880651628236284,-0.1560960522544753,-0.4421550427652569,-0.15291078851012813,-0.5321661298073114,1.3124920712460433,-0.19283506642563766,-0.19085146561812755,-0.013369107321189668,-0.3062518876873657,-0.18608640605896987,-0.19925331576743283,Hortaliças tuberosas
-0.428877536059628,-0.19915766857049685,-0.5368432825186775,-0.434974036536142,-0.54104211036607,-0.2554667409292217,-0.3598527624709684,-0.43258811899918403,0.266909487392406,-0.19473522986338948,-0.18596001309664828,-0.34307953369743444,-0.32844115787602196,-1.322697614275963,-0.5778341717401573,-0.3923556465396334,-0.08682769869625766,-0.2760409234436476,-0.7201604831176381,-0.6716902343697132,-0.08684430781081803,-0.16549562952464347,-0.7206069080570545,-0.5608490913107516,-0.4927753264803692,-0.3049157757574718,-0.8704101231852985,-0.1560960522544753,-0.41142331130432436,-0.176226661506986,-0.2820778689550021,0.9154699611313241,-0.2046298225400124,-0.18644174324075058,-0.016495073089165358,-0.3062518876873657,-0.24472213811443172,-0.19780313960554294,Hortaliças tuberosas
